Timestamp_ms;M1TreuilRetenue.State.Position_M;M2TreuilBenne.Bucket.State.M2PositionCorrected;M2TreuilBenne.State.Position_M;Modes.Cmd.SelJoystickWinch;M2TreuilBenne.Bucket.State.DeltaPosition_M;M1_BrakeIsOpen_DI;M1_BrakeRelease_RQ;M1_RelayAscent_RQ;M1_RelayDescent_RQ;M1_SpeedContactor_1_DQ;M1_SpeedContactor_2_DQ;M1_SpeedContactor_3_DQ;M1_SpeedContactor_4_DQ;M2_BrakeIsOpen_DI;M2_BrakeRelease_RQ;M2_RelayAscent_Close_RQ;M2_RelayDescent_Open_RQ;M2_SpeedContactor_1_DQ;M2_SpeedContactor_2_DQ;M2_SpeedContactor_3_DQ;M2_SpeedContactor_4_DQ;M1_M2_KoboldMeasureEnable_RQ;PRG_02_Acquisition.HwIn.Machine.M1_M2_KoboldBottomTouch_DI;JOY1Joystick.State.RawY;PRG_02_Acquisition.instJoystick.AxisCmdY.SpeedTgt;COD1_PresettTrigCmd;COD1_PresetValue;COD1_PosValue;PRG_02_Acquisition.instJoystick.ArmingPermit;PRG_02_Acquisition.instJoystick.ArmingPermitDenied;PRG_02_Acquisition.Data.Joystick.DeadmanArmed;PRG_06_Outputs.Data.SyncContactorDiag.RelayFwdMismatch;M1M2Sync.State.Error;M1M2Sync.State.ErrorId;M1TreuilRetenue.State.Error;M1TreuilRetenue.State.ErrorId;M1TreuilRetenue.Safety.Error;M1TreuilRetenue.Safety.ErrorId;M2TreuilBenne.State.Error;M2TreuilBenne.State.ErrorId;M2TreuilBenne.Safety.Error;M2TreuilBenne.Safety.ErrorId;M2_TensionedCable_DI;M1M2_TopPositionFree_DI;M1TreuilRetenue.State.MeasuredSpeed_Mps;M2TreuilBenne.State.MeasuredSpeed_Mps;M1M2Sync.State.DeltaPos_M;COD1_SpdValue;COD2_SpdValue;PRG_02_Acquisition.Data.EncoderM1.Measurement.SignedSpeed_Mps;PRG_02_Acquisition.Data.EncoderM2.Measurement.SignedSpeed_Mps;M2TreuilBenne.Bucket.State.BucketOpening_Pct;PRG_04_Treuils_Benne.Data.ArmingPermit
30733;-7.49560546875;-5.4521484375;-5.4521484375;0;2.04345703125;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;5000;0;0;1000000;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-2.04345703125;0;0;0;0;86.376953125;1
30833;-7.49560546875;-5.4521484375;-5.4521484375;0;2.04345703125;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;5000;0;0;1000000;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-2.04345703125;0;0;0;0;86.376953125;1
30934;-7.49560546875;-5.4521484375;-5.4521484375;0;2.04345703125;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;5000;0;0;1000000;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-2.04345703125;0;0;0;0;86.376953125;1
31035;-7.49560546875;-5.4521484375;-5.4521484375;0;2.04345703125;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;5000;0;0;1000000;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-2.04345703125;0;0;0;0;86.376953125;1
31136;-7.49560546875;-5.4521484375;-5.4521484375;0;2.04345703125;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;5000;0;0;1000000;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-2.04345703125;0;0;0;0;86.376953125;1
31237;-7.49560546875;-5.4521484375;-5.4521484375;0;2.04345703125;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;5000;0;0;1000000;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-2.04345703125;0;0;0;0;86.376953125;1
31336;-7.49560546875;-5.4521484375;-5.4521484375;0;2.04345703125;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;5000;0;0;1000000;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-2.04345703125;0;0;0;0;86.376953125;1
31438;-7.49560546875;-5.4521484375;-5.4521484375;0;2.04345703125;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;5000;0;0;1000000;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-2.04345703125;0;0;0;0;86.376953125;1
31538;-7.49560546875;-5.4521484375;-5.4521484375;0;2.04345703125;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;5000;0;0;1000000;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-2.04345703125;0;0;0;0;86.376953125;1
31639;-7.49560546875;-5.4521484375;-5.4521484375;0;2.04345703125;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;5000;0;0;1000000;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-2.04345703125;0;0;0;0;86.376953125;1
31739;-7.49560546875;-5.4521484375;-5.4521484375;0;2.04345703125;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;5000;0;0;1000000;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-2.04345703125;0;0;0;0;86.376953125;1
31839;-7.49560546875;-5.4521484375;-5.4521484375;0;2.04345703125;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;5000;0;0;1000000;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-2.04345703125;0;0;0;0;86.376953125;1
31939;-7.49560546875;-5.4521484375;-5.4521484375;0;2.04345703125;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;5000;0;0;1000000;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-2.04345703125;0;0;0;0;86.376953125;1
32039;-7.49560546875;-5.4521484375;-5.4521484375;0;2.04345703125;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4649;0;0;1000000;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-2.04345703125;0;0;0;0;86.376953125;1
32140;-7.49560546875;-5.4521484375;-5.4521484375;0;2.04345703125;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4164;16.719999313354492;0;1000000;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;86.376953125;1
32243;-7.49560546875;-5.4521484375;-5.4521484375;0;2.04345703125;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3879;22.420000076293945;0;1000000;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;86.376953125;1
32342;-7.49560546875;-5.4521484375;-5.4521484375;0;2.04345703125;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3717;25.659999847412109;0;1000000;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;86.376953125;1
32443;-7.49560546875;-5.4521484375;-5.4521484375;0;2.04345703125;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3474;30.520000457763672;0;1000000;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;86.376953125;1
32544;-7.49560546875;-5.4521484375;-5.4521484375;0;2.04345703125;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3109;37.819999694824219;0;1000000;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;86.376953125;1
32644;-7.49560546875;-5.4521484375;-5.4521484375;0;2.04345703125;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2695;46.099998474121094;0;1000000;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;86.376953125;1
32744;-7.49560546875;-5.4521484375;-5.4521484375;0;2.04345703125;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2290;54.200000762939453;0;1000000;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;86.376953125;1
32846;-7.49560546875;-5.4521484375;-5.4521484375;0;2.04345703125;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2155;56.900001525878906;0;1000000;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;86.376953125;1
32947;-7.49560546875;-5.4521484375;-5.4521484375;0;2.04345703125;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1910;61.799995422363281;0;1000000;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;86.376953125;1
33047;-7.49560546875;-5.4521484375;-5.4521484375;0;2.04345703125;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1604;67.919998168945313;0;1000000;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;86.376953125;1
33148;-7.49560546875;-5.4521484375;-5.4521484375;0;2.04345703125;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1169;76.620002746582031;0;1000000;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;86.376953125;1
33247;-7.49560546875;-5.4521484375;-5.4521484375;0;2.04345703125;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;692;86.159996032714844;0;1000000;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;86.376953125;1
33349;-7.49560546875;-5.5322265625;-5.5322265625;0;1.96337890625;0;0;0;0;0;0;0;0;0;1;0;1;0;0;0;0;0;0;567;88.660003662109375;0;1000000;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;-1;86.910804748535156;1
33449;-7.49560546875;-5.622314453125;-5.622314453125;0;1.873291015625;0;0;0;0;0;0;0;0;0;1;0;1;0;0;0;0;0;0;369;92.6199951171875;0;1000000;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;-1;87.511390686035156;1
33549;-7.49560546875;-5.71240234375;-5.71240234375;0;1.783203125;0;0;0;0;0;0;0;0;0;1;0;1;0;0;0;0;0;0;90;98.199996948242188;0;1000000;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;-1;88.111976623535156;1
33649;-7.49560546875;-5.8125;-5.8125;0;1.68310546875;0;0;0;0;0;0;0;0;0;1;0;1;0;0;0;0;0;0;0;100;0;1000000;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;-1;88.779296875;1
33750;-7.49560546875;-5.91259765625;-5.91259765625;0;1.5830078125;0;0;0;0;0;0;0;0;0;1;0;1;0;0;0;0;0;0;0;100;0;1000000;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;-1;89.446617126464844;1
33851;-7.49560546875;-6.002685546875;-6.002685546875;0;1.492919921875;0;0;0;0;0;0;0;0;0;1;0;1;0;0;0;0;0;0;0;100;0;1000000;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;-1;90.047203063964844;1
33952;-7.49560546875;-6.0927734375;-6.0927734375;0;1.40283203125;0;0;0;0;0;0;0;0;0;1;0;1;0;0;0;0;0;0;0;100;0;1000000;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;-1;90.647789001464844;1
34052;-7.49560546875;-6.182861328125;-6.182861328125;0;1.312744140625;0;0;0;0;0;0;0;0;0;1;0;1;0;0;0;0;0;0;0;100;0;1000000;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;-1;91.248374938964844;1
34153;-7.49560546875;-6.282958984375;-6.282958984375;0;1.212646484375;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;100;0;1000000;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;-1;91.915687561035156;1
34253;-7.49560546875;-6.383056640625;-6.383056640625;0;1.112548828125;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;100;0;1000000;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;-1;92.5830078125;1
34354;-7.49560546875;-6.47314453125;-6.47314453125;0;1.0224609375;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;100;0;1000000;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;-1;93.18359375;1
34453;-7.49560546875;-6.4931640625;-6.4931640625;0;1.00244140625;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;100;0;1000000;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;93.317054748535156;1
34554;-7.49560546875;-6.4931640625;-6.4931640625;0;1.00244140625;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;100;0;1000000;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;93.317054748535156;1
34653;-7.49560546875;-6.4931640625;-6.4931640625;0;1.00244140625;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;100;0;1000000;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;93.317054748535156;1
34756;-7.49560546875;-6.4931640625;-6.4931640625;0;1.00244140625;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;100;0;1000000;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;93.317054748535156;1
34856;-7.49560546875;-6.4931640625;-6.4931640625;0;1.00244140625;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;100;0;1000000;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;93.317054748535156;1
34956;-7.49560546875;-6.4931640625;-6.4931640625;0;1.00244140625;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;100;0;1000000;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;93.317054748535156;1
35057;-7.49560546875;-6.4931640625;-6.4931640625;0;1.00244140625;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;100;0;1000000;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;93.317054748535156;1
35158;-7.49560546875;-6.4931640625;-6.4931640625;0;1.00244140625;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;100;0;1000000;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;93.317054748535156;1
35259;-7.49560546875;-6.4931640625;-6.4931640625;0;1.00244140625;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;100;0;1000000;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;93.317054748535156;1
35359;-7.49560546875;-6.4931640625;-6.4931640625;0;1.00244140625;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;100;0;1000000;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;93.317054748535156;1
35459;-7.49560546875;-6.4931640625;-6.4931640625;0;1.00244140625;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;100;0;1000000;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;93.317054748535156;1
35559;-7.49560546875;-6.4931640625;-6.4931640625;0;1.00244140625;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;100;0;1000000;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;93.317054748535156;1
35661;-7.49560546875;-6.4931640625;-6.4931640625;0;1.00244140625;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;100;0;1000000;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;93.317054748535156;1
35762;-7.49560546875;-6.4931640625;-6.4931640625;0;1.00244140625;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;100;0;1000000;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;93.317054748535156;1
35863;-7.49560546875;-6.4931640625;-6.4931640625;0;1.00244140625;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;100;0;1000000;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;93.317054748535156;1
35962;-7.49560546875;-6.4931640625;-6.4931640625;0;1.00244140625;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;100;0;1000000;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;93.317054748535156;1
36063;-7.49560546875;-6.4931640625;-6.4931640625;0;1.00244140625;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;100;0;1000000;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;93.317054748535156;1
36166;-7.49560546875;-6.4931640625;-6.4931640625;0;1.00244140625;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;100;0;1000000;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;93.317054748535156;1
36267;-7.49560546875;-6.4931640625;-6.4931640625;0;1.00244140625;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2500;50;0;1000000;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;93.317054748535156;1
36367;-7.49560546875;-6.4931640625;-6.4931640625;0;1.00244140625;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4750;0;0;1000000;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;93.317054748535156;1
36468;-7.49560546875;-6.4931640625;-6.4931640625;0;1.00244140625;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;5000;0;0;1000000;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;93.317054748535156;1
36569;-7.49560546875;-6.4931640625;-6.4931640625;0;1.00244140625;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;5000;0;0;1000000;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;93.317054748535156;1
36669;-7.49560546875;-6.4931640625;-6.4931640625;0;1.00244140625;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;5000;0;0;1000000;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;93.317054748535156;1
36770;-7.49560546875;-6.4931640625;-6.4931640625;0;1.00244140625;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;5000;0;0;1000000;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;93.317054748535156;1
36870;-7.49560546875;-6.4931640625;-6.4931640625;0;1.00244140625;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;5000;0;0;1000000;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;93.317054748535156;1
36973;-7.49560546875;-6.4931640625;-6.4931640625;0;1.00244140625;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;5000;0;0;1000000;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;93.317054748535156;1
37072;-7.49560546875;-6.4931640625;-6.4931640625;0;1.00244140625;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;5000;0;0;1000000;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;93.317054748535156;1
37173;-7.49560546875;-6.4931640625;-6.4931640625;0;1.00244140625;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;5000;0;0;1000000;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;93.317054748535156;1
37273;-7.49560546875;-6.4931640625;-6.4931640625;0;1.00244140625;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;5000;0;0;1000000;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;93.317054748535156;1
37375;-7.49560546875;-6.4931640625;-6.4931640625;0;1.00244140625;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;5000;0;0;1000000;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;93.317054748535156;1
37475;-7.49560546875;-6.4931640625;-6.4931640625;0;1.00244140625;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;5000;0;0;1000000;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;93.317054748535156;1
37576;-7.49560546875;-6.4931640625;-6.4931640625;0;1.00244140625;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;5000;0;0;1000000;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;93.317054748535156;1
37676;-7.49560546875;-6.4931640625;-6.4931640625;0;1.00244140625;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;5000;0;0;1000000;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;93.317054748535156;1
37779;-7.49560546875;-6.4931640625;-6.4931640625;0;1.00244140625;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;5000;0;0;1000000;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;93.317054748535156;1
37880;-7.49560546875;-6.4931640625;-6.4931640625;0;1.00244140625;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;5000;0;0;1000000;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;93.317054748535156;1
37980;-7.49560546875;-6.4931640625;-6.4931640625;0;1.00244140625;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;5000;0;0;1000000;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;93.317054748535156;1
38082;-7.49560546875;-6.4931640625;-6.4931640625;0;1.00244140625;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;5000;0;0;1000000;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;93.317054748535156;1
38182;-7.49560546875;-6.4931640625;-6.4931640625;0;1.00244140625;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;5000;0;0;1000000;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;93.317054748535156;1
38283;-7.49560546875;-6.4931640625;-6.4931640625;0;1.00244140625;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;5000;0;0;1000000;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;93.317054748535156;1
38383;-7.49560546875;-6.4931640625;-6.4931640625;0;1.00244140625;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;5000;0;0;1000000;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;93.317054748535156;1
38483;-7.49560546875;-6.4931640625;-6.4931640625;0;1.00244140625;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;5000;0;0;1000000;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;93.317054748535156;1
38584;-7.49560546875;-6.4931640625;-6.4931640625;0;1.00244140625;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;5000;0;0;1000000;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;93.317054748535156;1
38685;-7.49560546875;-6.4931640625;-6.4931640625;0;1.00244140625;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4825;0;0;1000000;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;93.317054748535156;1
38787;-7.49560546875;-6.4931640625;-6.4931640625;0;1.00244140625;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4550;9;0;1000000;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;93.317054748535156;1
38888;-7.49560546875;-6.4931640625;-6.4931640625;0;1.00244140625;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4217;15.659999847412109;0;1000000;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;93.317054748535156;1
38989;-7.49560546875;-6.4931640625;-6.4931640625;0;1.00244140625;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3803;23.940000534057617;0;1000000;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;93.317054748535156;1
39089;-7.49560546875;-6.4931640625;-6.4931640625;0;1.00244140625;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3398;32.040000915527344;0;1000000;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;93.317054748535156;1
39192;-7.49560546875;-6.4931640625;-6.4931640625;0;1.00244140625;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3243;35.139999389648438;0;1000000;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;93.317054748535156;1
39291;-7.49560546875;-6.4931640625;-6.4931640625;0;1.00244140625;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3018;39.639999389648438;0;1000000;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;93.317054748535156;1
39392;-7.49560546875;-6.4931640625;-6.4931640625;0;1.00244140625;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2673;46.540000915527344;0;1000000;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;93.317054748535156;1
39491;-7.49560546875;-6.4931640625;-6.4931640625;0;1.00244140625;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2277;54.459999084472656;0;1000000;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;93.317054748535156;1
39592;-7.49560546875;-6.4931640625;-6.4931640625;0;1.00244140625;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1792;64.160003662109375;0;1000000;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;93.317054748535156;1
39692;-7.49560546875;-6.4931640625;-6.4931640625;0;1.00244140625;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1675;66.5;0;1000000;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;93.317054748535156;1
